regionType,regionId,representative,field,status,value,source,reason
illinoisHouse,6,Sonya M. Harper,email,value,repsonyaharper@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,6,Sonya M. Harper,phone,value,(773) 925-6584,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,6,Sonya M. Harper,address,value,2015 W 63rd St Chicago IL 60636,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,6,Sonya M. Harper,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3314,Not published by official source
illinoisHouse,7,"Emanuel ""Chris"" Welch",name,value,"Emanuel ""Chris"" Welch",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,7,"Emanuel ""Chris"" Welch",email,unavailable,,http://www.ilga.gov/House/Members/rptMemberList,Not published by official source
illinoisHouse,7,"Emanuel ""Chris"" Welch",phone,value,(708) 450-1104,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,7,"Emanuel ""Chris"" Welch",address,value,"7th District 300 Capitol Building Springfield, IL 62706 10055 W. Roosevelt Rd. Suite E Westchester IL 60154",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,7,"Emanuel ""Chris"" Welch",photo,unavailable,,http://www.ilga.gov/House/Members/Details/3298,Not published by official source
illinoisHouse,8,La Shawn K. Ford,name,value,La Shawn K. Ford,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,8,La Shawn K. Ford,email,value,repford@lashawnford.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,8,La Shawn K. Ford,phone,value,(773) 750-0866,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,8,La Shawn K. Ford,address,value,5500 W. Madison Street Chicago IL 60644,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,8,La Shawn K. Ford,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3272,Not published by official source
illinoisHouse,9,Yolonda Morris,name,value,Yolonda Morris,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,9,Yolonda Morris,email,value,9thDistrictInfo@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,9,Yolonda Morris,phone,value,(773) 565-4005,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,9,Yolonda Morris,address,value,4325-27 W. Roosevelt Rd Chicago IL 60624,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,9,Yolonda Morris,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3444,Not published by official source
illinoisHouse,10,Jawaharial Williams,name,value,Jawaharial Williams,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,10,Jawaharial Williams,email,value,RepWilliamsOffice@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,10,Jawaharial Williams,phone,value,(312) 265-1019,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,10,Jawaharial Williams,address,value,2532 W. Warren Blvd. Suite A Chicago IL 60612,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,10,Jawaharial Williams,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3368,Not published by official source
illinoisHouse,11,Ann M. Williams,name,value,Ann M. Williams,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,11,Ann M. Williams,email,value,ann@repannwilliams.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,11,Ann M. Williams,phone,value,(773) 880-9083,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,11,Ann M. Williams,address,value,3505 N Ashland Ave Unit B Chicago IL 60657,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,11,Ann M. Williams,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3286,Not published by official source
illinoisHouse,12,Margaret Croke,name,value,Margaret Croke,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,12,Margaret Croke,email,value,info@repcroke.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,12,Margaret Croke,phone,value,(773) 348-8974,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,12,Margaret Croke,address,value,3223 N. Sheffield Ave. Suite A Chicago IL 60657,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,12,Margaret Croke,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3384,Not published by official source
illinoisHouse,13,Hoan Huynh,name,value,Hoan Huynh,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,13,Hoan Huynh,email,value,hello@rephoanhuynh.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,13,Hoan Huynh,phone,value,(773) 348-3475,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,13,Hoan Huynh,address,value,5025 N. Broadway First Floor Chicago IL 60640,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,13,Hoan Huynh,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3418,Not published by official source
illinoisHouse,14,Kelly M. Cassidy,name,value,Kelly M. Cassidy,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,14,Kelly M. Cassidy,email,value,info@repcassidy.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,14,Kelly M. Cassidy,phone,value,(773) 784-2002,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,14,Kelly M. Cassidy,address,value,1507 W. Morse Ave. Chicago IL 60626,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,14,Kelly M. Cassidy,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3288,Not published by official source
illinoisHouse,15,Michael J. Kelly,name,value,Michael J. Kelly,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,15,Michael J. Kelly,email,value,district@repkelly.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,15,Michael J. Kelly,phone,value,(773) 736-0218,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,15,Michael J. Kelly,address,value,4200 W. Lawrence Ave. Chicago IL 60630,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,15,Michael J. Kelly,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3402,Not published by official source
illinoisHouse,16,Kevin John Olickal,name,value,Kevin John Olickal,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,16,Kevin John Olickal,email,value,info@repkevinolickal.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,16,Kevin John Olickal,phone,value,(847) 673-1131,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,16,Kevin John Olickal,address,value,3851 W. Devon Ave. Chicago IL 60659,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,16,Kevin John Olickal,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3419,Not published by official source
illinoisHouse,17,Jennifer Gong-Gershowitz,name,value,Jennifer Gong-Gershowitz,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,17,Jennifer Gong-Gershowitz,email,value,info@gonggershowitz.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,17,Jennifer Gong-Gershowitz,phone,value,(847) 486-8810,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,17,Jennifer Gong-Gershowitz,address,value,1812 Waukegan Road Suite B Glenview IL 60025,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,17,Jennifer Gong-Gershowitz,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3352,Not published by official source
illinoisHouse,18,Robyn Gabel,name,value,Robyn Gabel,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,18,Robyn Gabel,email,value,Contact@robyngabel.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,18,Robyn Gabel,phone,value,(847) 424-5401,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,18,Robyn Gabel,address,value,909 Davis St 2nd floor Evanston IL 60201,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,18,Robyn Gabel,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3278,Not published by official source
illinoisHouse,19,Lindsey LaPointe,name,value,Lindsey LaPointe,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,19,Lindsey LaPointe,email,value,info@replapointe.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,19,Lindsey LaPointe,phone,value,(773) 647-1174,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,19,Lindsey LaPointe,address,value,4349 N. Milwaukee Ave. Suite 2 Chicago IL 60641,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,19,Lindsey LaPointe,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3371,Not published by official source
illinoisHouse,20,Brad Stephens,name,value,Brad Stephens,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,20,Brad Stephens,email,value,stephens@ilhousegop.org,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,20,Brad Stephens,phone,value,(773) 444-0611,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,20,Brad Stephens,address,value,8323 W. Lawrence Ave Suite D Norridge IL 60706,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,20,Brad Stephens,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3370,Not published by official source
illinoisHouse,21,Abdelnasser Rashid,name,value,Abdelnasser Rashid,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,21,Abdelnasser Rashid,email,value,office@reprashid.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,21,Abdelnasser Rashid,phone,value,(708) 956-7563,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,21,Abdelnasser Rashid,address,value,6901 W. Cermak Road Berwyn IL 60402,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,21,Abdelnasser Rashid,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3420,Not published by official source
illinoisHouse,22,Angelica Guerrero-Cuellar,name,value,Angelica Guerrero-Cuellar,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,22,Angelica Guerrero-Cuellar,email,value,angieguerrerocuellar22@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,22,Angelica Guerrero-Cuellar,phone,value,(773) 581-8000,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,22,Angelica Guerrero-Cuellar,address,value,6500 South Pulaski Road Chicago IL 60629,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,22,Angelica Guerrero-Cuellar,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3400,Not published by official source
illinoisHouse,23,"Edgar González, Jr.",name,value,"Edgar González, Jr.",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,23,"Edgar González, Jr.",email,value,office@repedgargonzalez.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,23,"Edgar González, Jr.",phone,value,(708) 295-9159,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,23,"Edgar González, Jr.",address,value,3202 W. 26th St. Chicago IL 60623,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,23,"Edgar González, Jr.",photo,unavailable,,http://www.ilga.gov/House/Members/Details/3374,Not published by official source
illinoisHouse,24,Theresa Mah,name,value,Theresa Mah,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,24,Theresa Mah,email,value,office@reptheresamah.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,24,Theresa Mah,phone,value,(872) 281-5775,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,24,Theresa Mah,address,value,2108 W. 35th St. Chicago IL 60609,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,24,Theresa Mah,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3321,Not published by official source
illinoisHouse,25,"Curtis J. Tarver, II",name,value,"Curtis J. Tarver, II",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,25,"Curtis J. Tarver, II",email,unavailable,,http://www.ilga.gov/House/Members/rptMemberList,Not published by official source
illinoisHouse,25,"Curtis J. Tarver, II",phone,value,(773) 363-8870,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,25,"Curtis J. Tarver, II",address,value,"25th District 521-B Stratton Office Building Springfield, IL 62706 1303 E. 53rd St. Chicago IL 60615",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,25,"Curtis J. Tarver, II",photo,unavailable,,http://www.ilga.gov/House/Members/Details/3355,Not published by official source
illinoisHouse,26,Kam Buckner,name,value,Kam Buckner,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,26,Kam Buckner,email,value,Buckner@illinois26.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,26,Kam Buckner,phone,value,(773) 924-1775,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,26,Kam Buckner,address,value,449 E. 35th Street Chicago IL 60616,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,26,Kam Buckner,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3366,Not published by official source
illinoisHouse,27,Justin Slaughter,name,value,Justin Slaughter,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,27,Justin Slaughter,email,value,justin@repslaughter.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,27,Justin Slaughter,phone,value,(773) 445-9700,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,27,Justin Slaughter,address,value,1234 W. 95th St. Chicago IL 60643,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,27,Justin Slaughter,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3320,Not published by official source
illinoisHouse,28,"Robert ""Bob"" Rita",name,value,"Robert ""Bob"" Rita",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,28,"Robert ""Bob"" Rita",email,unavailable,,http://www.ilga.gov/House/Members/rptMemberList,Not published by official source
illinoisHouse,28,"Robert ""Bob"" Rita",phone,value,(708) 396-2898,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,28,"Robert ""Bob"" Rita",address,value,"28th District 109 Capitol Building Springfield, IL 62706 2355 West York Street Suite 1 Blue Island IL 60406",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,28,"Robert ""Bob"" Rita",photo,unavailable,,http://www.ilga.gov/House/Members/Details/3267,Not published by official source
illinoisHouse,29,Thaddeus Jones,name,value,Thaddeus Jones,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,29,Thaddeus Jones,email,value,repjones.jones@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,29,Thaddeus Jones,phone,value,(708) 596-7062,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,29,Thaddeus Jones,address,value,15525 South Park Ave. Suite 104 South Holland IL 60473,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,29,Thaddeus Jones,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3283,Not published by official source
illinoisHouse,30,"William ""Will"" Davis",name,value,"William ""Will"" Davis",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,30,"William ""Will"" Davis",email,value,williamd@ilga.gov,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,30,"William ""Will"" Davis",phone,value,(708) 799-7377,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,30,"William ""Will"" Davis",address,value,1912 W. 174th Street East Hazel Crest IL 60429,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,30,"William ""Will"" Davis",photo,unavailable,,http://www.ilga.gov/House/Members/Details/3266,Not published by official source
illinoisHouse,31,Michael Crawford,name,value,Michael Crawford,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,31,Michael Crawford,email,value,districtdirector31@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,31,Michael Crawford,phone,value,(872) 267-7384,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,31,Michael Crawford,address,value,8620 S. Pulaski Rd Chicago IL 60652,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,31,Michael Crawford,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3452,Not published by official source
illinoisHouse,32,Lisa Davis,name,value,Lisa Davis,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,32,Lisa Davis,email,value,districtdirector32@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,32,Lisa Davis,phone,value,(872) 267-7915,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,32,Lisa Davis,address,value,8620 S. Pulaski Road Chicago IL 60652,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,32,Lisa Davis,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3458,Not published by official source
illinoisHouse,33,"Marcus C. Evans, Jr.",name,value,"Marcus C. Evans, Jr.",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,33,"Marcus C. Evans, Jr.",email,value,office@repevans.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,33,"Marcus C. Evans, Jr.",phone,value,(773) 783-8492,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,33,"Marcus C. Evans, Jr.",address,value,8500 S. Stony Island Ave. Chicago IL 60617,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,33,"Marcus C. Evans, Jr.",photo,unavailable,,http://www.ilga.gov/House/Members/Details/3289,Not published by official source
illinoisHouse,34,Nicholas K. Smith,name,value,Nicholas K. Smith,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,34,Nicholas K. Smith,email,value,repsmith34@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,34,Nicholas K. Smith,phone,value,(773) 783-8800,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,34,Nicholas K. Smith,address,value,113 E. 95th Street Suite A Chicago IL 60619,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,34,Nicholas K. Smith,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3332,Not published by official source
illinoisHouse,35,Mary Gill,name,value,Mary Gill,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,35,Mary Gill,email,value,repmarygill@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,35,Mary Gill,phone,value,(773) 672-5144,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,35,Mary Gill,address,value,10400 S. Western Ave. Chicago IL 60643,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,35,Mary Gill,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3440,Not published by official source
illinoisHouse,36,Rick Ryan,name,value,Rick Ryan,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,36,Rick Ryan,email,value,RyanRep36@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,36,Rick Ryan,phone,value,(708) 682-4880,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,36,Rick Ryan,address,value,"3900 W 95th St, Unit 7A Evergreen Park IL 60805",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,36,Rick Ryan,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3457,Not published by official source
illinoisHouse,37,Patrick Sheehan,name,value,Patrick Sheehan,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,37,Patrick Sheehan,email,value,sheehan@ilhousegop.org,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,37,Patrick Sheehan,phone,value,(708) 694-2032,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,37,Patrick Sheehan,address,value,15746 S. Bell Rd Homer Glen IL 60491,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,37,Patrick Sheehan,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3448,Not published by official source
illinoisHouse,38,Debbie Meyers-Martin,name,value,Debbie Meyers-Martin,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,38,Debbie Meyers-Martin,email,value,StateRepDebbiemm@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,38,Debbie Meyers-Martin,phone,value,(708) 833-7010,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,38,Debbie Meyers-Martin,address,value,813 School Avenue Matteson IL 60443,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,38,Debbie Meyers-Martin,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3350,Not published by official source
illinoisHouse,39,Will Guzzardi,name,value,Will Guzzardi,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,39,Will Guzzardi,email,value,will@repguzzardi.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,39,Will Guzzardi,phone,value,(773) 853-2570,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,39,Will Guzzardi,address,value,3001 N. Central Park Ave Chicago IL 60618,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,39,Will Guzzardi,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3311,Not published by official source
illinoisHouse,40,"Jaime M. Andrade, Jr.",name,value,"Jaime M. Andrade, Jr.",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,40,"Jaime M. Andrade, Jr.",email,value,info@staterep40.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,40,"Jaime M. Andrade, Jr.",phone,value,(773) 267-2840,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,40,"Jaime M. Andrade, Jr.",address,value,4007 N. Sacramento Ave. Chicago IL 60618,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,40,"Jaime M. Andrade, Jr.",photo,unavailable,,http://www.ilga.gov/House/Members/Details/3307,Not published by official source
illinoisHouse,41,Janet Yang Rohr,name,value,Janet Yang Rohr,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,41,Janet Yang Rohr,email,value,info@repyangrohr.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,41,Janet Yang Rohr,phone,value,(630) 296-4157,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,41,Janet Yang Rohr,address,value,475 River Bend Road Suite 500 Naperville IL 60540,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,41,Janet Yang Rohr,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3387,Not published by official source
illinoisHouse,42,Margaret A. DeLaRosa,name,value,Margaret A. DeLaRosa,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,42,Margaret A. DeLaRosa,email,value,ILHouse42@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,42,Margaret A. DeLaRosa,phone,value,(630) 812-9292,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,42,Margaret A. DeLaRosa,address,value,913 S. Main St. Lombard IL 60148,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,42,Margaret A. DeLaRosa,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3461,Not published by official source
illinoisHouse,43,Anna Moeller,name,value,Anna Moeller,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,43,Anna Moeller,email,value,staterepmoeller@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,43,Anna Moeller,phone,value,(847) 841-7140,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,43,Anna Moeller,address,value,164 Division Street Suite 103 Elgin IL 60120,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,43,Anna Moeller,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3308,Not published by official source
illinoisHouse,44,Fred Crespo,name,value,Fred Crespo,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,44,Fred Crespo,email,value,fred@fredcrespo.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,44,Fred Crespo,phone,value,(630) 372-3342,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,44,Fred Crespo,address,value,1014 E. Schaumburg Road Streamwood IL 60107,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,44,Fred Crespo,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3274,Not published by official source
illinoisHouse,45,Martha Deuter,name,value,Martha Deuter,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,45,Martha Deuter,email,value,office@repmartideuter.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,45,Martha Deuter,phone,value,(630) 413-1080,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,45,Martha Deuter,address,value,"1 S. Cass Ave., Suite 104 Westmont IL 60559",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,45,Martha Deuter,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3455,Not published by official source
illinoisHouse,46,Diane Blair-Sherlock,name,value,Diane Blair-Sherlock,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,46,Diane Blair-Sherlock,email,value,staterep46@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,46,Diane Blair-Sherlock,phone,value,(630) 415-3520,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,46,Diane Blair-Sherlock,address,value,28 Villa Ave. Villa Park IL 60181,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,46,Diane Blair-Sherlock,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3425,Not published by official source
illinoisHouse,47,Amy L. Grant,name,value,Amy L. Grant,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,47,Amy L. Grant,email,value,grant@ilhousegop.org,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,47,Amy L. Grant,phone,value,(331) 218-4182,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,47,Amy L. Grant,address,value,416 E. Roosevelt Road Suite 104 Wheaton IL 60187,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,47,Amy L. Grant,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3360,Not published by official source
illinoisHouse,48,Jennifer Sanalitro,name,value,Jennifer Sanalitro,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,48,Jennifer Sanalitro,email,value,sanalitro@ilhousegop.org,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,48,Jennifer Sanalitro,phone,value,(630) 349-0645,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,48,Jennifer Sanalitro,address,value,994 W Army Trail Road Carol Stream IL 60188,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,48,Jennifer Sanalitro,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3422,Not published by official source
illinoisHouse,49,Maura Hirschauer,name,value,Maura Hirschauer,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,49,Maura Hirschauer,email,value,office@repmaura49.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,49,Maura Hirschauer,phone,value,(331) 465-9661,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,49,Maura Hirschauer,address,value,946 Neltnor Blvd. #104 West Chicago IL 60185,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,49,Maura Hirschauer,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3388,Not published by official source
illinoisHouse,50,Barbara Hernandez,name,value,Barbara Hernandez,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,50,Barbara Hernandez,email,value,Repbarbarahernandez@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,50,Barbara Hernandez,phone,value,(630) 270-1848,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,50,Barbara Hernandez,address,value,"1 E. Benton Street, Suite 101 Aurora IL 60505",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,50,Barbara Hernandez,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3367,Not published by official source
